line_id,p(Contr),p(Entl)
997,0.01065168,0.98680323
998,0.99860579,0.00129218
999,0.97622538,0.02297801
1000,0.99170238,0.00688337
1001,0.01036355,0.98684120
1002,0.99888748,0.00102693
1003,0.97501731,0.02336825
1004,0.01542022,0.98169798
1005,0.01127377,0.98655558
1006,0.97392297,0.02514591
1007,0.00879554,0.98852426
1008,0.01415305,0.98420691
1009,0.80579048,0.19230334
1010,0.99891746,0.00086710
1011,0.52605587,0.47243676
1012,0.00709002,0.99068236
1013,0.01020681,0.98761928
1014,0.01541559,0.98185295
1015,0.00727872,0.98996931
1016,0.99918658,0.00075977
1017,0.01750830,0.98060983
1018,0.99749750,0.00222416
1019,0.97251791,0.02669779
1020,0.99900848,0.00091158
1021,0.99479336,0.00500058
1022,0.99944800,0.00050820
1023,0.69235778,0.30562997
1024,0.99448919,0.00411669
1025,0.00724079,0.99027061
1026,0.00934581,0.98921621
1027,0.96444130,0.03519915
1028,0.99797934,0.00193116
1029,0.98824847,0.01131950
1030,0.01477814,0.98367453
1031,0.99057043,0.00885350
1032,0.97850811,0.02100285
1033,0.99964905,0.00030038
1034,0.00440537,0.99390429
1035,0.99831688,0.00161203
1036,0.03088034,0.96703357
1037,0.99406648,0.00570388
1038,0.99521303,0.00448564
1039,0.01088064,0.98751813
1040,0.98634630,0.01342460
1041,0.01134129,0.98623508
1042,0.00592066,0.99190849
1043,0.00739060,0.99049473
1044,0.99569750,0.00420494
1045,0.02989347,0.96808213
1046,0.99852610,0.00129835
1047,0.99924755,0.00067384
1048,0.99863547,0.00114608
1049,0.02872761,0.96873951
