line_id,p(Contr),p(Entl)
997,0.00684924,0.99263740
998,0.99876499,0.00105084
999,0.99758613,0.00185805
1000,0.69193321,0.04913976
1001,0.00515991,0.99447954
1002,0.99907613,0.00080999
1003,0.99774468,0.00182643
1004,0.00688355,0.99278545
1005,0.00327974,0.99642366
1006,0.97442913,0.02463569
1007,0.01028436,0.98900014
1008,0.06139528,0.93767136
1009,0.99450737,0.00459711
1010,0.99782711,0.00127284
1011,0.00502249,0.99442250
1012,0.00593716,0.99362069
1013,0.00532748,0.99415332
1014,0.00274689,0.99700278
1015,0.00517402,0.99432558
1016,0.99814022,0.00173976
1017,0.00861627,0.99103546
1018,0.99902666,0.00082595
1019,0.99773705,0.00206331
1020,0.99858922,0.00127329
1021,0.99622983,0.00267029
1022,0.99883157,0.00105911
1023,0.99672002,0.00313330
1024,0.99868208,0.00104675
1025,0.00567115,0.99396777
1026,0.00420538,0.99547112
1027,0.99663877,0.00255261
1028,0.99893755,0.00094785
1029,0.99777764,0.00192048
1030,0.03587167,0.96329713
1031,0.99835640,0.00144680
1032,0.81081527,0.18599267
1033,0.99808264,0.00149074
1034,0.00386452,0.99577481
1035,0.99801648,0.00151808
1036,0.00691581,0.99253535
1037,0.99603313,0.00341107
1038,0.99668616,0.00279173
1039,0.00430328,0.99538654
1040,0.99626297,0.00322328
1041,0.00363755,0.99595791
1042,0.00572890,0.99393445
1043,0.00395981,0.99573660
1044,0.99532592,0.00417312
1045,0.05109174,0.94763017
1046,0.99844235,0.00136238
1047,0.99891949,0.00090320
1048,0.99823415,0.00138465
1049,0.00911274,0.98995179
